timestamp_epoch_s,VNYMR,SensorID,MCUtime,Yaw,Pitch,Roll,MagX,MagY,MagZ,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
1764267065.4939303,$VNYMR,3,259411674,0,0,0,-0.013,-0.514,-0.040,-5.450,8.270,6.300,-1.397,0.867,4.513
1764267065.5462606,$VNYMR,1,259466448,0,0,0,-0.558,-0.158,0.166,-5.716,7.179,1.596,-3.276,3.032,4.024
1764267065.6001604,$VNYMR,2,259518681,0,0,0,-0.530,-0.330,-0.039,-2.064,1.158,4.187,-1.236,-1.213,5.004
1764267065.6564853,$VNYMR,3,259575259,0,0,0,-0.351,-0.372,-0.099,-2.990,1.330,4.390,-3.702,-2.314,5.715
1764267065.7108881,$VNYMR,1,259629252,0,0,0,-0.935,0.135,-0.061,1.982,-4.807,1.982,-3.983,-0.661,5.004
1764267065.7646182,$VNYMR,2,259683435,0,0,0,-0.616,0.101,0.113,0.119,-6.523,-3.096,-2.839,-1.500,4.943
1764267065.8219364,$VNYMR,3,259739702,0,0,0,-0.487,0.160,0.087,-1.830,-7.400,-4.820,-2.989,-1.139,4.652
1764267065.8757904,$VNYMR,1,259795017,0,0,0,-0.824,0.628,0.000,0.598,-13.620,0.309,-1.745,0.424,5.004
1764267065.9306443,$VNYMR,2,259849021,0,0,0,-0.423,0.280,0.277,-2.373,-13.472,-7.882,-1.199,-1.514,2.915
1764267065.9884887,$VNYMR,3,259905893,0,0,0,-0.304,0.317,0.248,-3.090,-16.660,-7.720,0.035,-1.917,1.458
1764267066.0459151,$VNYMR,1,259965048,0,0,0,-0.644,0.664,0.245,-1.721,-17.937,-12.987,-4.133,-1.376,3.142
1764267066.0998034,$VNYMR,2,260018327,0,0,0,-0.417,0.291,0.241,-0.831,-16.650,-9.582,1.859,2.183,-2.290
1764267066.1564844,$VNYMR,3,260074897,0,0,0,-0.206,0.374,0.285,-1.530,-14.830,-9.260,0.575,2.081,-2.250
1764267066.211131,$VNYMR,1,260129029,0,0,0,-0.907,0.508,0.022,6.942,-8.413,1.975,-1.327,0.712,-0.813
1764267066.265882,$VNYMR,2,260183659,0,0,0,-0.606,0.148,0.099,-0.035,-7.506,-3.362,0.874,2.922,-3.506
1764267066.322709,$VNYMR,3,260240966,0,0,0,-0.481,0.205,0.094,-1.490,-6.820,-3.230,0.200,3.136,-3.510
1764267066.3775153,$VNYMR,1,260295268,0,0,0,-0.841,0.050,-0.167,1.443,0.639,1.685,-0.079,-0.589,-5.004
1764267066.432566,$VNYMR,2,260350067,0,0,0,-0.559,-0.156,-0.242,-1.776,-1.230,3.001,-1.756,5.004,-3.359
1764267066.489281,$VNYMR,3,260407635,0,0,0,-0.477,-0.049,-0.190,-5.390,-2.580,2.260,-1.460,6.356,-3.293
1764267066.5437245,$VNYMR,1,260461843,0,0,0,-0.348,-0.104,-0.285,-7.293,7.067,3.812,-1.939,2.334,-5.004
1764267066.5984838,$VNYMR,2,260516275,0,0,0,-0.032,-0.133,-0.480,-9.145,2.585,12.321,-0.693,5.004,-0.530
1764267066.6555214,$VNYMR,3,260573658,0,0,0,-0.039,-0.062,-0.484,-13.530,5.860,12.380,-0.429,6.925,0.413
1764267066.7103753,$VNYMR,1,260628342,0,0,0,0.023,0.141,-0.004,-12.250,0.596,-3.124,-1.031,4.917,1.079
1764267066.7642298,$VNYMR,2,260683146,0,0,0,0.318,-0.292,-0.123,-18.736,9.233,7.732,0.030,5.004,5.004
1764267066.8217003,$VNYMR,3,260740260,0,0,0,0.475,-0.157,-0.185,-24.090,9.420,9.690,-1.550,4.246,7.125
1764267066.8746006,$VNYMR,1,260794246,0,0,0,-0.175,0.028,0.362,-13.407,4.858,-9.026,2.451,5.004,-0.715
1764267066.9296443,$VNYMR,2,260847750,0,0,0,-0.041,-0.562,0.015,-12.571,14.050,6.607,-0.868,1.106,5.004
1764267066.9859095,$VNYMR,3,260904783,0,0,0,0.144,-0.491,-0.042,-14.790,14.970,8.100,1.396,0.524,7.815
1764267067.041088,$VNYMR,1,260958879,0,0,0,-0.612,-0.035,0.320,-1.932,11.467,-3.205,1.514,-2.805,4.055
